2025-06-21 06:10:12,555 - result - CRITICAL - LLM: gpt-4.1-nano
2025-06-21 06:10:12,555 - result - CRITICAL - Mode: Solo
2025-06-21 06:10:12,555 - result - CRITICAL - Datapoints: 500

2025-06-21 06:10:12,556 - result - CRITICAL - ESSAY SET 1:

2025-06-21 06:15:42,989 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
38    "The settings have a huge affect on the cyclis...      3       2    -1
1013  "The features of the setting effected the cycl...      1       0    -1
143   "As he began his journey, he had full confiden...      2       3     1
871   "The features of the setting affect the cyclis...      2       3     1
196   "In the essay “Do Not @CAPS1 Posted Speed Limi...      3       0    -3
37    The setting of the essay efects the cyclist be...      1       0    -1
172   "Many features of the cyclist’s surroundings e...      1       2     1
928   "The feature of the setting affect the cyclist...      1       3     2
63    "In the story “Do Not Exceed Posted Speed Limi...      3       3     0
203   "In the essay “Rough Road Ahead: Do Not Exceed...      2       3     1
909   The features of the setting affected the cycli...      1       3     2
44    "The features of the setting effected the cycl...      2       2     0
787   "There were many features in the setting that ...      2       4     2
694   "The cyclist in the story is at first confiden...      3       3     0
695   "The features of the setting affect the cyclis...      2       2     0
511   "At first when he gets the directions from the...      3       3     0
267   "The desert and the hills had a huge effect on...      1       3     2
727   "The features of the setting do affect the cyc...      0       0     0
671   "In the short story Rough Road ahead: Do Not E...      3       2    -1
42    In this I will tell you how the cyclist was be...      2       2     0
532   "The dessert environment had huge effects on t...      2       3     1
188   "The setting in the essay “Rough Road ahead; D...      2       3     1
366   "In 'Rough @CAPS1 Ahead' the features of the s...      2       3     1
903   "In the essay “Rough Road Ahead, Do Not Exceed...      1       3     2
1020  "In the essay by Joe Kurmaskie many obstacles ...      2       2     0
187   "Poor directions heat, and lack of water affec...      3       4     1
207   The features of the setting is that it is hot ...      2       3     1
1030  "In the essay, “Rough Road A head Do Not Excee...      3       3     0
1027  "Different features of the settings affect the...      1       4     3
380   "If I had a choice to ride a bike in Californi...      1       2     1
352   The features of the setting affect the cyclist...      1       3     2
103   "The features in the setting of this story aff...      1       2     1
933   "The features of the setting affect the cyclis...      2       3     1
981   "The features of the setting affected the cycl...      1       3     2
656   The features of the setting affected the cycli...      1       2     1
919   The setting affects the rider because it is ve...      1       2     1
450   "The features of the setting including vast em...      3       3     0
300   "THE FEATURES OF THE SETTING AFFECT THE CYCLIS...      3       3     0
297   "The setting of the cyclist clearly influences...      3       4     1
579   The features of the setting affect the cyclist...      1       3     2
866   "In my opinion the features of the selling aff...      1       2     1
833   "The features of a setting can affect the cycl...      1       2     1
342   It give him a hard time so he learn a lot of t...      0       3     3
731   "The features of the setting in, “Rough Road A...      3       3     0
77    "In the article “Do not exceed the posted spee...      3       3     0
398   "In the essay “Do not exceed posted spedd limi...      1       3     2
675   "In the essay “Rough Road Ahead: Do Not Exceed...      2       4     2
729   "On that long bike ride the cyclist was affect...      3       3     0
788   The features of the setting affected the cycal...      1       2     1
413   The features of the setting affect the cyclist...      1       2     1
314   "The features of the setting affect the cyclis...      2       3     1
814   "The features of the setting gradually contrib...      3       3     0
383   "In the essay “Rough Road Ahead” the setting g...      2       2     0
279   "The features of the setting affect the cyclis...      1       2     1
571   "After sometime into his trip he mentioned “I ...      1       2     1
424   "In the story, the setting greatly affects the...      2       3     1
509   "In the story, ""Rough Road Ahead: Do not Exce...      2       3     1
592   In the essay “Do Not Exceed posted Speed Limit...      1       3     2
530   "The features of the setting affect the cyclis...      2       3     1
183   "I think the features in the setting of the st...      3       2    -1
68    "The setting effects the cyclist because he is...      3       3     0
100   The features of the setting affect the cyclist...      1       0    -1
537   "At First the narrator in Do not Exceed  Poste...      3       0    -3
912   "When the bicyclist was trying to find Yosemit...      2       2     0
486   "Many features of the carlifonian desert influ...      3       3     0
865   "In the essay “Rough Road Ahead: Do Not Exceed...      2       3     1
482   "In the short story Do Not Exceed Posted Speed...      3       3     0
589   "The cyclist in “Do Not Exceed Posted Speed Li...      3       3     0
114   "The features of the setting affect the cyclis...      2       3     1
882   The features of the setting strongly affect th...      1       3     2
503   "The setting of where the cyclist was, was a c...      1       3     2
340   The terrain setting effect the cyclist in many...      1       0    -1
500   "From what there is in this  picture the cycli...      1       3     2
147   The setting effects the cyclist very much. By ...      2       0    -2
605   "In the essay, “Rough Road Ahead: Do Not Excee...      3       3     0
531   "In the story the setting plays a big role in ...      2       3     1
332   The features for the cyclist in rough road ahe...      3       3     0
93    "The settings in the story affected the cyclis...      2       1    -1
658   "The feature of the setting affected the cycli...      2       3     1
769   "The features of the setting affected the cycl...      1       3     2
213   "The feature of the setting affected the cycli...      1       3     2
302   Some of the features of the setting that affec...      2       2     0
291   The rider was affected by two men giving him w...      1       3     2
430   "The features of the setting affect the cyclis...      2       2     0
683   "The features of the setting would have affect...      3       3     0
631   "During this bikers adventure heat and lack of...      2       2     0
629   "The features of the setting have affected the...      1       3     2
836   I think that the setting made him find more co...      1       2     1
601   The features of the setting affect the cyclist...      1       2     1
617   "The features of the setting stronger, effect ...      3       3     0
507   "In this @ORGANIZATION1 I will explain how the...      1       3     2
364   "In the story “Do Not Exceed Posted Speed Limi...      1       0    -1
995   "The setting in this short story cause the cyc...      2       2     0
209   "The features of the setting affected the cycl...      2       2     0
805   "Through most the story, the features of the s...      2       3     1
282   "The features of the setting affect the cyclis...      1       3     2
266   The setting affects the cyclist very strongly....      1       3     2
639   "The features of the land affect the cyclist i...      1       3     2
1006  "According to the essay features of the settin...      3       3     0
142   "That explains how the features of the setting...      0       0     0
704   "The features of the setting effected the cycl...      2       4     2
264   "The features of the setting have a very negat...      3       3     0
162   "The setting acts as a catylist in this story....      3       2    -1
236   "The cyclist in the story rough road ahead Do ...      2       3     1
642   "The features of the setting really affected t...      3       3     0
305   At first the terrain was fine and he confident...      1       2     1
330   The effect of cyclist is very and treding beco...      1       0    -1
841   "Desert, Hills and road condition and lack of ...      1       3     2
470   "I guess really sofcty comes first, and you ha...      0       0     0
556   Features of the setting affect the cyclist in ...      1       2     1
517   "Many features of the setting affect the cycli...      3       4     1
843   "There are many features of the setting that e...      2       3     1
304   The features of the setting started out easy l...      1       2     1
862   " I think the features of the settings affect ...      1       2     1
86    He race trying to get yosemitre for some rushi...      1       0    -1
211   "The features of the setting affected the cycl...      1       2     1
728   "The features of the setting can affect the cy...      1       0    -1
189   "The journey of a solo cyclist is a lonely one...      3       3     0
88    The features of the setting affect the cyclist...      1       0    -1
1016  "The features of the setting affect the cyclis...      2       4     2
338   "The features of the setting affect the cyclis...      2       3     1
573   "The features of the setting affect the cyclis...      1       3     2
781   "In the story “Rough Road Ahead” the cyclist w...      3       3     0
14    "The setting effected the cyclist in a great w...      1       2     1
423   "The features of the setting affect the cyclis...      1       2     1
680   "The location of a cyclist’s ride affects the ...      2       3     1
377   "During the passage “Do not exceed speed limit...      2       3     1
743   "During the cyclist’s trip, he experienced phy...      3       3     0
412   Almost all of the cyclist’s surroundings are o...      1       2     1
440   "No water, and no direction effects the cyclis...      2       0    -2
666   The setting affected the cyclist by making him...      1       2     1
179   "In the short story, “Rough Road Ahead: Do Not...      2       3     1
317   "The features in the setting of the essay “Rou...      3       2    -1
649   "In the story, there are many features of the ...      3       2    -1
110   "The setting affected the cyclist in a few dif...      2       4     2
736   "In the story, “Do not exceed posted speed lim...      1       4     3
966   "The cyclist was motivated to get the job done...      1       2     1
1021  "The setting of the story had effected the cyc...      1       0    -1
320   "When riding a bike for a very long time with ...      2       2     0
708   "There are many ways the features of the setti...      1       3     2
109   The features of the setting affect the cyclist...      1       3     2
920   "I belive the setting of an area can affect th...      1       2     1
662   "When the cyclist passed through the old towns...      3       3     0
456   "There were many features in the setting of th...      2       2     0
1034  "The features of the setting in “Rough Road Ah...      3       3     0
562   "The setting affected the cyclist because it w...      1       2     1
313   The features of the setting affects the cyclis...      1       2     1
701   "The features of the setting affect the cyclis...      2       3     1
593   "The features of the setting around the cyclis...      2       0    -2
234   I think the boy should ask you directions for ...      2       2     0
630   "The features of the setting affect the cyclis...      2       4     2
465   I read “Do Not Exceed Posted Speed Limit” writ...      1       2     1
538   "When the cyclist is going on his trip, he is ...      2       3     1
167   "After reading “Do not Exceed Posted Limit” I ...      3       0    -3
930   The features of the setting affect the cyclist...      1       4     3
411   The features of the setting greatly effect he ...      1       2     1
952   The features of the setting affect the cyclist...      3       4     1
387   The conditions the cyclist has to face are alw...      1       0    -1
0     "The features of the setting affected the cycl...      2       2     0
809   "The features of the setting affect the cyclis...      1       3     2
681   You came alway choose your features because yo...      0       0     0
975   "The features of the setting affect the cyclis...      2       3     1
965   "In ‘Rough Road Ahead” by Joe Kurmaskie the ma...      3       3     0
57    "The settings in the essay affected the cyclis...      3       3     0
428   "In the story “Do Not Exceed Posted Speed Limi...      3       2    -1
402   "The cyclist's adventure was very much affecte...      3       3     0
890   The setting affected the cyclist because of th...      1       1     0
22    "Sun, amount of miles, people all are reasons ...      1       2     1
969   "The features of the setting affect the cyclis...      3       3     0
541   "The features of the setting affects the cycli...      1       2     1
768   "Features in the setting of the cyclist does i...      1       2     1
887   "The features of the setting affect the cyclis...      1       3     2
700   "The features of the setting affect to cyclist...      2       3     1
55    "The features of the setting affect the cyclis...      2       3     1
723   "Hot, lack of water, lost-all are how the feat...      2       0    -2
585   "The bicyclist was riding to Yosemite National...      2       3     1
999   "In the setting the conditions were brutal. Th...      1       2     1
3     "In the story, “Rough Road Ahead: Do Not Excee...      3       3     0
535   "The cyclist had a hard trail to bike in order...      2       3     1
437   The features of the setting affected the cycli...      2       2     0
40    The setting affects of the cyclist was that th...      1       0    -1
62    "There were many features of the setting that ...      3       2    -1
140   "The cyclist had to deal with some tough terra...      2       3     1
309   "In “Rough Road Ahead: Do not Exceed Posted Sp...      2       3     1
922   "In the essay “Rough Road Ahead: Do Not Exceed...      3       0    -3
89    The features of the setting affected the cycli...      1       0    -1
23    "The features of the setting in “Rough Road Ah...      2       3     1
902   The setting affected the cyclist because of th...      1       2     1
859   "The features of the setting affect the cyclis...      2       2     0
580   " The story “Do Not Exceed Posted Speed Limit”...      1       2     1
917   The features of the setting affect the cyclist...      1       0    -1
852   "The setting for the cyclist is a hard and dan...      2       3     1
231   In the story “Do Not Exceed Posted Speed Limit...      1       3     2
646   "The features of the setting affect the cyclis...      2       3     1
27    "The setting easily can affect the cyclist in ...      3       3     0
536   In Joe Kurmaskie’s “Do Not Exceed Posted Speed...      3       3     0
43    "In the story, “Rough Road Ahead: Do Not Excee...      2       2     0
879   "The features of the setting effect the cyclis...      3       3     0
400   "The features of the setting affect the cyclis...      1       2     1
447   The hot day in June riding a bike in the deser...      3       3     0
347   "The features of the setting in “Rough Road Ah...      1       2     1
132   "I think that there were many things contribut...      3       2    -1
638   "Hot, @CAPS1, @CAPS2-all are the features of t...      2       2     0
242   The settings of the story is very desert like ...      0       2     2
41    "The features in the setting are very effectiv...      1       3     2
923   he wouldn’t know he would be faceing while rid...      1       0    -1
74    "The features of the setting affects the cycli...      2       3     1
127   "The setting effects the cyclist in many ways,...      1       2     1
353   "Understanding, realitic, mode-all are reason’...      0       0     0
435   "In the story, “Do not exceed posted speed lim...      2       3     1
293   I think that the features of the setting affec...      1       2     1
663   "In the essay “Rough Road Ahead: Do Not Exceed...      2       3     1
397   "In the piece, ""Rough Road Ahead: Do Not Exce...      3       3     0
30    "As the features changed in the setting it bec...      3       3     0
257   "According to the essay “Rough Road Ahead: Do ...      3       4     1
815   "The features in the setting most definetly af...      3       3     0
201   "The setting affect of a cyclist can be petty ...      1       0    -1
197   Almost all the features of the settin affect t...      2       3     1
316   "The author finds the desolate and harsh setti...      1       4     3
846   "The effects from the setting that has an effe...      1       2     1
24    "The features of the setting affect the cyclis...      2       4     2
993   "In the essay, the description of the setting ...      1       3     2
611   "I am going to write a response that explains ...      0       2     2
1024  "The setting of this story is outside. Yosemit...      1       3     2
713   "During his cycling trip, the author had to en...      3       3     0
253   "The features of the settings effect the cycli...      2       2     0
645   The features of the setting affect the cyclist...      1       2     1
35    The cyclist knowing not where he was going got...      3       0    -3
816   "Joe Kurmaskie had a rough time trying to get ...      3       3     0
134   The features of the setting affect the cyclist...      2       3     1
135   This essay is an american tale that express ho...      1       2     1
502   "The features of the setting affected the cycl...      2       3     1
872   "The setting in “Rough Road Ahead: Do Not @CAP...      3       3     0
18    "In ""rough road ahead: Do not exceed posted s...      2       3     1
557   "The setting of “Do Not Exceed Posted Speed Li...      1       2     1
1031  "The setting of the story, are very dry and hu...      2       0    -2
104   The features of the setting effect the cyclist...      2       2     0
452   "The features of the setting affect a cyclist ...      2       3     1
327   "In “Rough Road Ahead” by Joe Kurmaskie, the f...      3       3     0
444   "The setting effected the cyclist by the rough...      1       2     1
972   "In the “Rough Road Ahead: Do Not Exceed Poste...      2       2     0
391   "In the story, “Do not exceed posted speed lim...      3       3     0
289   "The setting affects the cyclist in many ways....      3       3     0
970   "The feature of the setting affect the cyclist...      1       2     1
102   The features of the setting affect the cyclist...      1       2     1
301   "The setting had a bad affect on the author in...      2       2     0
477   Setting  depends on how you can go or move. Th...      2       2     0
587   "In the essay “Rough Road Ahead: Do Not Exceed...      3       3     0
937   "All the features of the environment through w...      2       2     0
21    "There are @NUM1 features of the setting that ...      2       0    -2
155   The main features of the setting that affected...      1       2     1
198   The settings in this article effect the cyclis...      1       2     1
633   "The cyclist was riding in the hot, desert. Th...      1       2     1
4     "The setting of the authors “ shortcut” effect...      3       3     0
954   "The features of the setting affect the cyclis...      1       2     1
757   "The features of the setting directly affects ...      2       5     3
983   In the short story “Do Not Exceed Posted Speed...      1       2     1
689   The features of the setting affect the cyclist...      1       3     2
210   "The setting of this story plays a huge part i...      2       3     1
25    It affects the cyclist because in the begging ...      1       0    -1
87    "There were many different conditions that eff...      2       3     1
374   "The features of the setting in the essay, “Ro...      3       4     1
425   The features of the setting afect the cyclist ...      1       4     3
837   "As the cyclist makes his journey towards Yose...      3       4     1
163   "The features of the setting have a great affe...      3       3     0
195   "The setting of this short story has a big aff...      3       3     0
294   "The features of the setting affect the cyclis...      3       0    -3
873   The features of the setting affects the cyclis...      1       2     1
637   "Well the features were rough desert like feat...      1       3     2
665   "The way the settings affect the cyclist is ve...      2       2     0
953   "In ''Do Not Exceed Speed Limit,'' by Joe Kurm...      3       3     0
752   "The features of the setting affect the cyclis...      2       3     1
460   The setting of the place was “ghost town” as t...      1       3     2
69    "The features of the setting effect the cyclis...      2       3     1
886   "The features of the setting affect the cyclis...      3       3     0
82    "In this story, “No Not Exceed Posted Speed Li...      2       2     0
336   "The stoy of the cyclist features of the setti...      1       0    -1
239   "At the beginning of his journey, the cyclist ...      3       3     0
495   "In the story, “Do Not Exceed Posted Speed Lim...      1       3     2
659   "Hot, bumpy roads, no shade-all are things tha...      2       3     1
272   "When the cyclist is at his low point, he is a...      2       3     1
204   In the essay I can conclude that there were ma...      1       3     2
124   The features of the setting affect the cyclist...      1       0    -1
20    "The setting and it`s features affect the cycl...      2       3     1
896   "The features in the setting in the story “Rou...      2       3     1
372   "The cyclist was affected by the heat. The fac...      1       3     2
795   There are many ways the features of the settin...      2       2     0
622   "The setting is a desert in California in June...      1       3     2
426   "In the story “Do Not Exceed Posted Speed limi...      2       2     0
370   "The setting in “Rough Road Ahead: Do Not Exce...      3       3     0
806   The setting in the begining of the story is fl...      2       2     0
5     "The features of the setting affect the cyclis...      1       4     3
129   "In “Do Not Exceed Posted Speed Limit” by @PER...      3       3     0
286   "The features of the setting affect the cyclis...      3       0    -3
877   "He feels alone there is noune around him to p...      1       0    -1
315   "From reading the story, l believe the setting...      2       2     0
215   "In the story “Do Not Exceed posted speed Limi...      2       2     0
987   "The features of the setting affect the cyclis...      2       2     0
251   "A cyclist is affected by many things when rid...      3       3     0
528   "In the story “Rough Road Ahead Do Not Exceed ...      2       3     1
855   "The cyclist was in California in June, the su...      2       2     0
474   "During the cyclist journey to Yosemite many t...      2       3     1
883   The features of the setting greatly affect the...      1       3     2
273   "In the begining of the story, a young cyclist...      3       3     0
54    "When the cyclist takes off on the road again ...      3       4     1
17    "The features of the setting affect the cylcei...      1       2     1
265   "The features of the setting affect the cyclis...      1       0    -1
803   "The features of the setting affected the cycl...      1       3     2
307   "The cyclist traked through a barren land tryi...      2       0    -2
498   The setting was very hot dry and was a desert....      1       3     2
158   "In the short story “Rough Road Ahead: Do Not ...      3       3     0
664   The setting adds a sense of ergancy. The cycli...      2       2     0
166   "At first the cyclist feels fine, he gets a li...      3       4     1
900   "Since the cyclist was really thirsty, the set...      1       2     1
996   "The features of the setting of “Do not exceed...      3       3     0
214   "The feature of the cyclist was very good “it ...      2       3     1
178   "The features of the setting affect the cyclis...      2       2     0
977   "In Joe Kurmaskie’s “Do Not Exceed Posted Spee...      2       3     1
141   "Varias faetures of the setting affect the jou...      3       3     0
780   "The setting effects the cyclist in many ways....      3       3     0
243   "Features of the setting affect the cyclist in...      3       3     0
152   "When riding a bike it @MONTH1 not seem to har...      3       2    -1
546   "At times when the features of the setting are...      1       2     1
673   "In the essay “Do Not Exceed Posted Speed @CAP...      3       2    -1
764   "In the essay intitled “Rough Road Ahead: Do N...      3       3     0
807   "The cyclist has to over come a lot of obstacl...      2       2     0
523   "The features setting in the story “Do Not Exc...      1       3     2
869   The features of the setting in the essay affec...      2       2     0
119   The features of the setting affect the cyclist...      1       2     1
1033  "The features of the setting affected the cycl...      2       3     1
184   The setting affects the cyclist because he’s i...      2       2     0
1005  "The features of the setting in “Rough Road Ah...      3       3     0
668   "Some of the features like the change in lands...      1       2     1
95    "The features of the setting been amajor affec...      2       2     0
407   The features of the setting affects the cyclis...      1       2     1
1003  "The features of the setting in “Do Not @CAPS1...      2       2     0
157   "“At some point, tumbleweeds crossed my path.....      3       3     0
725   "In this essay, the features of the setting ca...      3       2    -1
439   "In the story “Rough Road Ahead” by Joe Kurmas...      2       3     1
597   Well in the story Do Not Exceed Posted Speed l...      2       3     1
1022  The features of the setting effect the cyclist...      2       3     1
168   Features from the setting affect the cyclist i...      1       2     1
28    How the features of the setting affect the cyc...      2       0    -2
925   Features of the setling affected the cyclist w...      1       2     1
339   "The features of the setting in, ""Do Not Exce...      3       3     0
246   "The setting affected the cyclist: due to the ...      3       3     0
481   "The features of the setting affects the cycli...      0       3     3
1007  "The features of the setting affect the cyclis...      1       2     1
697   "The settings that affected the cyclist were i...      2       3     1
303   "Throughout “Rough Road Ahead: Do not Exceed P...      2       3     1
910   "Many features of the setting affect the cycli...      1       2     1
935   "In the book ‘Do Not Exceed Posted Speed Limit...      1       0    -1
386   "In the story, ""Do not exceed posted speed li...      3       2    -1
654   The way the feature of the setting affected th...      2       0    -2
927   The features of the setting effect the cyclist...      1       3     2
822   "In “Do not Exceed Posted Speed Limit” by Joe ...      2       2     0
985   "The features of the setting had a big impact ...      3       3     0
962   Some features of the setting that affect the c...      1       2     1
70    The features in the setting effects the cyclis...      1       2     1
618   "The features of the setting greatly affect th...      3       3     0
67    "The setting it the essay “Rough Road Ahead: D...      3       2    -1
222   "The features of the desert changed the way th...      2       3     1
899   "The setting affected the character in ways th...      2       2     0
553   "All the features of the settings affect his r...      1       2     1
591   "There are several features of the setting whi...      3       3     0
1014  "The features of the setting dramatically affe...      1       4     3
561   "The setting of the story had affected the bik...      2       3     1
116   "The setting was calm and peaceful as he start...      2       3     1
929   "The fatures of the setting affected the cycli...      2       0    -2
552   "Setting plays a crucial part in the cyclist’s...      2       3     1
91    "The features of the setting in this story, “D...      2       3     1
410   The features of the setting affect the cyclist...      1       2     1
389   "The features of the setting affect the cyclis...      2       3     1
677   "In the story “rough road ahead” the setting a...      2       3     1
699   "The wonderful features and settings had a dra...      1       3     2
6     "The features in the setting affected the cycl...      2       3     1
404   "The features of the setting affect the cyclis...      3       3     0
733   "The setting of this essay was the California ...      2       3     1
238   The setting is in a California which isn’t rea...      1       2     1
53    "Setting is a very important element to the st...      2       3     1
785   "In the story Rough Road Ahead by Joe @PERSON1...      2       2     0
408   "The cyclist surrounds did have an affect. In ...      3       3     0
759   "The features of the setting affect the cyclis...      2       2     0
367   "In the short story the cyclist was affected b...      2       2     0
421   "The features of the setting affects the setti...      1       3     2
221   "The main features that affected the cyclist w...      1       2     1
860   "In the story “Do Not Exceed Posted Speed Limi...      2       3     1
376   "The features of the setting affected the cycl...      2       0    -2
889   "The features of the setting affect the cyclis...      3       3     0
826   "The different settings in the essay/ writing ...      3       3     0
346   "The affects of the cyclist is if it does not ...      0       0     0
1012  "The cyclist is affected by the features of th...      2       3     1
174   "The features of the setting in the essay affe...      2       2     0
784   "Many things caneffect a cyclist and how they ...      3       2    -1
1023  "There are many reasons as to why the features...      2       3     1
121   "He’s on a very hot climate, in a desert, so h...      2       3     1
880   "The features of the setting affect the cyclis...      1       2     1
755   "In the essay “Rough Road ahead: Do Not Exceed...      3       3     0
829   The setting effects the rider because if it’s ...      1       2     1
51    "In the story ""Do Not Exceed Posted Speed Lim...      1       0    -1
230   "The setting affects the cyclist by showing th...      1       2     1
715   "In the story “Do Not Exceed Posted Speed Limi...      1       2     1
616   "The hot sun and the desert features in the se...      2       3     1
734   "In this paragraph I will be explaining some f...      2       2     0
483   "The features of the setting effect the cyclis...      2       3     1
804   "In many real-life situations, nature or a set...      3       3     0
774   "The setting affected the cyclist greatly. He ...      2       3     1
992   "Some features of the setting that affected th...      2       3     1
351   "As the cyclist is travelling to Yosemite Nati...      3       3     0
508   "In the story “Do not exceed posted speed limi...      3       3     0
333   "In the story the fact that no one was around,...      1       2     1
348   "In the story “Rough Road Ahead” by @PERSON1, ...      1       3     2
466   "Heat, hills and ghost towns – all are feature...      2       4     2
65    "Whether the lack of water, the hills, the tum...      2       3     1
545   "In the story “Rough Road ahead: do not exceed...      3       4     1
565   "The features of the setting affect the cyclis...      2       3     1
945   "How the setting changes the mood of the cycli...      3       3     0
626   "In the essay the features of the setting affe...      1       2     1
921   "There were many features of the setting that ...      2       3     1
368   "The features in the setting are not very good...      2       3     1
19    "In the passage,the cyclist had about @NUM1 di...      2       2     0
438   The features of the setting affect the cyclist...      2       2     0
216   In the essay the features of the setting affec...      2       3     1
916   "Steep mountains, rolling roads, jagged rocks ...      1       3     2
36    "In the essay “Rough Road Ahead Do Not Exceed ...      2       3     1
9     In the essay the mshan writes of rough rodes t...      1       0    -1
13    "The features of the setting effects the cycli...      2       0    -2
379   "The features of the setting affects the cycle...      2       3     1
635   "The features of the setting affect the cyclis...      3       3     0
1000  The settings effects the cyclist because in Ca...      1       2     1
612   One of the main things that affect the cyclist...      1       3     2
732   "Being a cyclist and in the condition he was i...      1       3     2
295   The setting of this short story affects the cy...      1       3     2
362   "The features of setting  really effects the c...      1       2     1
371   "The features in the setting of ""Rough Road a...      3       2    -1
326   "As the author cycles through this shortcut, h...      2       3     1
414   The features of the setting affected the cycli...      3       3     0
223   "The features of the setting affected the cycl...      2       0    -2
117   "The features of the setting take their toll o...      2       2     0
854   The settings and features are very important t...      2       2     0
248   "The features of the setting was affect the cy...      1       0    -1
81    "The features of the setting in “Rough Road Ah...      3       4     1
512   The setting effected the cyclist because it wa...      3       2    -1
218   "The setting in the essay “Rough Road Ahead” m...      3       3     0
550   "The cyclist was trying to make it to Yosemite...      2       1    -1
767   "Don’t let anything stop you with your goals. ...      1       2     1
554   "In the story “Do not exceed posted speed limi...      2       3     1
994   "When the cyclist first starts his journey he ...      2       4     2
275   In the story “Do Not Exceed Posted Speed Limit...      2       2     0
394   "The features of the setting affect the cyclis...      1       3     2
161   "The features of the setting affect the cyclis...      2       2     0
159   "Many features of the setting of the cyclist’s...      3       3     0
907   "The features of the setting affects the cycli...      1       0    -1
926   "The cyclist’s condition was greatly influence...      2       2     0
39    "The features of the setting affected the cycl...      2       3     1
406   "The features of the setting greatly affect th...      3       2    -1
518   the features of setting that the cyclist run i...      1       2     1
527   "In the essay, “Rough Road Ahead: Do not excee...      2       3     1
385   "The setting clearly has a huge effect on the ...      2       4     2
750   "The dry desert like setting would affect the ...      3       3     0
782   "In the selection “Do not exceed posted speed ...      3       3     0
598   "The features of the setting affect the cyclis...      2       2     0
335   "The cyclist was affected by many features of ...      1       2     1
378   "In the story “Do Not @CAPS1 Posted Speed Limi...      2       0    -2
947   "The features of the setting affect the cyclis...      3       2    -1
720   The affect of the setting are two old timers s...      2       2     0
608   "In the passage “Do not exceed posted speed li...      1       2     1
433   "The setting really takes determination away f...      2       2     0
958   "The features of the setting affect the cyclis...      3       3     0
828   "The features of the setting affected the cycl...      2       3     1
853   "During the authors ride to Yosemite, he doesn...      3       3     0
384   "The setting in the story affected the cyclist...      2       3     1
1001  "In the essay, the author added many features ...      2       2     0
235   "Features of any setting affect what you do an...      1       2     1
660   The features effect the setting of the story i...      3       3     0
568   "The features in the story affect the cyclist ...      2       3     1
754   The setting affect the cyclist because it coul...      0       2     2
270   The features of the setting affect the cycleis...      1       3     2
647   "The affects of the settings was how hot it wa...      1       0    -1
229   "The features of the setting affect the cyclis...      2       3     1
106   There are many reasons how the features of the...      2       3     1
85    "The features of the setting effect the cyclis...      2       0    -2
443   "The cyclist in, “Do not exceed posted speed l...      2       2     0
940   In the story the features of the setting affec...      2       3     1
667   "The cyclist was is a horrible nasty environme...      1       2     1
47    The setting affect the cyclist features becaus...      1       2     1
911   In the story the cyclisst had ran out of water...      1       2     1
476   "Setting that affected the cyclist was water t...      2       2     0
358   "The narration of “Rough Road ahead” a solo cy...      3       2    -1
830   "The harsh features at the setting affect the ...      3       4     1


2025-06-21 07:07:50,478 - result - CRITICAL - ESSAY SET 4:

2025-06-21 07:07:51,541 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
289   The author concludes the story with this parag...      1       3     2
686   "The  author includes that sentence of the end...      1       2     1
162   I believe he used this as the ending to ensure...      0       2     2
659   "The story  “Winter Hibiscus"" by Minfong Ho. ...      2       4     2
736   "In this story theauther deicides to end the s...      1       2     1
483   "The author concludes the story with the afore...      2       4     2
992   "In the story “Winter Hibiscus” by Minfong Ho,...      1       2     1
172   I know the reason why the author concludes the...      1       0    -1
63    "The author concludes the story with this para...      1       2     1
477   "The author concludes with this sentence for e...      2       2     0
383   "“When they came back, Saeng vowed silently to...      3       4     1
104   This is a powerful sentence that demonstrates ...      2       2     0
103   "The author ends the story with this paragraph...      3       3     0
143   "After reading “Winter Hibiscus, I can tell th...      1       3     2
38    The author concludes the story with this parag...      0       2     2
796   "The author concluded the story with the parag...      0       3     3
918   "The author concludes story with that paragrap...      3       4     1
133   "Saeng and her mother have to be determined to...      2       3     1
481   "She concludes that paragraph with the story b...      0       0     0
42    The auther cncludes the story with this paragr...      1       0    -1
203   "The author concludes the story like that to s...      2       2     0
466   "The response that the author concludes the st...      0       1     1
313   "The author concludes the story with they para...      2       3     1
147   "The author concludes with this paragraph to s...      2       4     2
474   "I believe that the author chose to conclude t...      3       3     0
330   "The author most likely concludes the story wi...      1       2     1
749   What l think the author was talking abount sno...      0       0     0
1001  "The author concludes the story with this para...      2       3     1
929   "I think the author ends the story like this b...      1       0    -1
960   "In the story “winter Hibiscus” the author Min...      3       4     1
189   "The story “Winter Hibiscus” is about a young ...      1       4     3
37    "The author concludes this story in the paragr...      1       2     1
353   "The author uses this conclusion for a reason....      1       2     1
945   "The author concludes the story with this para...      2       4     2
866   "The author concluded this because she thinks ...      1       3     2
15    In this story Saeng shows her mother how pasio...      0       2     2
671   "The author concludes the story with the parag...      3       4     1
711   "The author concludes this story with this par...      2       3     1
926   "I think that the author concludes the story w...      2       3     1
338   "I think  the author concluded the story like ...      0       2     2
301   "In the story “Winter Hibiscus” by @CAPS1 Ho. ...      2       2     0
968   "At the end of the story, winter Hibiscus, the...      2       5     3
209   "The author views the hibiscus plant as a new ...      1       2     1
314   "Authors use many techniques to improve their ...      0       2     2
593   "The author concludes the story with this para...      2       3     1
