2025-06-21 05:41:41,601 - result - CRITICAL - LLM: gpt-4.1-mini
2025-06-21 05:41:41,601 - result - CRITICAL - Mode: Solo
2025-06-21 05:41:41,601 - result - CRITICAL - Datapoints: 500

2025-06-21 05:41:41,645 - result - CRITICAL - ESSAY SET 1:

2025-06-21 05:41:42,539 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
592   "In the memoir ""Narciso @CAPS1"" by the Bluep...      2       2     0
336   "In the story ""Narciso Rodriguez"" written by...      2       1    -1
699   "In the memoir, ""@PERSON1"" from Home: The @C...      1       1     0
108   The mood the other Created was how happy narci...      2       1    -1
430   "The mood created by the author in the memoir ...      2       2     0
508   "The mood that the author creates in the memoi...      2       2     0
253   The title of the story is Narciso Rodriguez. T...      1       1     0
698   "The authors mood of the memoir is that @CAPS1...      3       3     0
104   "The Originally from cuba arrived in the Unite...      1       1     0
114   "The mood in this memoir is gratefulness. This...      4       3    -1
733   "In the memoir, ""Narciso Rodriguez from Home:...      2       2     0
851   "Narciso Rodriguez creates a mood of happiness...      4       3    -1
909   The mood created by the author in the memoir w...      1       1     0
1005  "Home: The Blueprints to Our Lives is a wonder...      3       2    -1
201   "the mood created in the memoir were all diffe...      1       2     1
40    "In this memoir of the author creates a clear ...      3       3     0
665   "In this memoir the mood varies. In paragraphs...      3       2    -1
196   "The author of this memoir creates a warm, lov...      4       3    -1
279   The author created many different moods in thi...      2       1    -1
597   "I beleive the mood that sets off in the beggi...      3       2    -1
370   "The authors mood in the memoir @PERSON1 is th...      3       2    -1
804   The mood in the memoir is happy and thankful. ...      2       2     0
305   "In the memoir. from ""Home The Blueprints of ...      3       3     0
461   "The mood created in the memoir, ""Narciso Rod...      4       3    -1
100   "In the memoir, the author created a mood. The...      3       2    -1
650   "The mood created in the memoir is I think com...      3       3     0
789   "The mood created by the author in the memoir ...      2       1    -1
755   "The mood created by Narciso Rodriguez in the ...      2       2     0
36    I think the author's mood was kind of like @CA...      2       1    -1
923   "The mood in the memoir is very uplifting. The...      2       3     1
1011  "I think that there is a warm mood in the memo...      2       3     1
384   "No matter what nationality you are you can ge...      2       2     0
1051  "Narciso Rodriguez tried to create a warm feel...      2       2     0
940   "In this paragraph I'm going to tell you the m...      2       2     0
398   "The mood Narciso Rodriguez is trying to portr...      2       2     0
826   The mood created by the auther sounds like he'...      2       1    -1
991   "the mood that the author created is happiness...      3       3     0
77    "The mood created in this story was happiness ...      2       2     0
133   The mood created by the auther in the memoir i...      2       1    -1
37    "The mood created by the authar was warmthness...      3       1    -2
397   "This @CAPS1 shows a lot of different types of...      4       2    -2
974   "The mood of the memoir I believe to be gratef...      2       2     0
667   "In the memoir Narciso Rodriguez from Home: Th...      3       2    -1
1020  "The mood created by the author is your family...      2       2     0
425   "In this memoir, the author creates a very cal...      3       3     0
371   "In this memoir, there are moods created by th...      3       2    -1
527   "In this memoir, the mood created by the autho...      3       3     0
1074  "The mood created by the author in the memoir ...      2       3     1
872   "The mood that is created by the author is joy...      2       2     0
289   The mood of the memoir is very appreciative. T...      1       1     0
42    "The @CAPS1 created by the author in this stor...      4       2    -2
579   "In this memoir the author creates a mood whic...      3       2    -1
541   "The mood created by the authour iN the memoir...      1       2     1
1065  "The mood created by the author is described i...      4       3    -1
377   "The mood of the memoir by @PERSON1 is love an...      3       3     0
981   "Home is where the heart is, and nothing says ...      3       2    -1
191   "I believe the mood of the memoir is happy and...      2       2     0
519   "Inthe memoir the author the mood the author s...      2       2     0
1044                                The mood was great.      1       1     0
421   "In the memoir Narciso Rodriguez the author cr...      4       3    -1
423   "There is o good moud @CAPS1 to this @CAPS2. t...      1       1     0
315   "The mood is the @CAPS1 is happiness, for exam...      2       1    -1
38    In the passage It shows a child growing up in ...      1       1     0
340   There are several of mood the author created.F...      1       1     0
1006  "The mood set was a happy mood. As Narciso Rod...      2       3     1
89    "The mood created by Narciso Rodriguez and his...      4       3    -1
338   I think the @CAPS1 was happy. I think he was b...      1       1     0
213   "The mood created by the author in the memoir ...      2       2     0
879   "In the memoir ""Narciso Rodriguez"" from the ...      2       3     1
347   "The mood Created by the author is @CAPS1. I @...      2       0    -2
639   "The mood created by the author In the memoir ...      3       2    -1
211   "In the memoir, by Narciso Rodriguez, a distin...      4       3    -1
977   "The mood that the author had setted in the me...      1       1     0
63    they'd sald what little furniture they'd posse...      1       0    -1
835   "The mood created by @PERSON1 in the memoir fr...      2       3     1
1077  "The mood created by the author in this memoir...      2       3     1
231   "The mood the author created in the memoir was...      4       3    -1
15    "The mood created by the author in the memoir ...      3       2    -1
444   "The author created a mood in The memoir. The ...      1       0    -1
992   "The author creates a mood in this memoir. The...      2       2     0
1078  "In the memoir ""Narciso Rodriguez"" by Narcis...      3       2    -1
883   "The mood created by the author in the memoir....      3       2    -1
839   "This story, basically, brings me back memorie...      1       1     0
613   "In the memoir of Narciso Rodriguez the mood o...      3       3     0
952   "The mood created by the author in the memoir ...      2       2     0
946   "The mood that the author created in this memo...      3       3     0
853   "The author's mood was happy, thankful, greatf...      4       3    -1
134   "The mood created by the @CAPS1 in the memoir ...      1       0    -1
159   I think that the mood of this excerpt is carin...      1       2     1
611   The mood created by the author in the memoir w...      3       2    -1
791   "Based on the memoir ""Narciso @CAPS1"" from H...      3       3     0
183   "In this memoir it talks about what the true m...      2       3     1
978   The mood of this story is Narciso @CAPS1 his f...      2       1    -1
236   "The mood the author creates in this memoir is...      3       3     0
793   "As I read the article, also called memoir, I ...      3       2    -1
1002  "In, @CAPS1 of our lives @CAPS2 narciso Rodrig...      1       0    -1
23    "The author created a mood in the memoir. The ...      2       2     0
103   The mood created by the author in the memoir i...      2       3     1
374   The mood  displayed by the author was a warm c...      2       2     0
945   "In this memoir by Narciso Rodriguez you can r...      4       3    -1
74    "In this memoir, Narciso talks about how it wa...      2       2     0
648   "The author's mood is very grateful and happy....      2       3     1
44    "The author created a very grateful/happy mood...      3       3     0
142   "In the memoir ""Narciso Rodriguez from Home b...      3       2    -1
906   "Based on the memoir, the mood created by the ...      4       3    -1
723   "The mood created by the author in the memoir ...      4       3    -1
904   I think the mood was happy @CAPS2 the @CAPS1 t...      1       1     0
302   "The author created a reflective, happy, and g...      3       3     0
117   "In the memoir ""Narciso Rodriguez,"" there is...      3       3     0
93    "In this memoir ""Narciso Rodriguez"" by Narci...      3       3     0
474   The author is telling us a story about a kid t...      0       0     0
264   "The mood created by the author in this memoir...      3       3     0
764   "The mood I felt when I read the @CAPS1 Narcis...      3       3     0
143   "The mood of this memoir is warm and friendly....      4       3    -1
330   "In the memoir, ""Narciso Rodriguez"" from Hom...      2       3     1
282   "The mood that the author created in the memoi...      4       3    -1
172   "The mood created by the author is a happy ref...      4       2    -2
426   "In 1956 Narciso Rodriguez's parents arrived i...      4       2    -2
735   In the author's memoir the author creats a moo...      2       1    -1
840   "In the memoir ""Narciso Rodriguez"" from Home...      4       3    -1
920   "The mood of this story was a happy and a refl...      2       3     1
179   "The mood created by the author was love from ...      3       3     0
518   "The mood created by the author is a happy and...      2       3     1
618   "The mood was calm as if it was a wonderful pl...      2       2     0
1024  "In the memoir, the mood seems to be happy, an...      4       2    -2
528   "When reading this memoir it makes you feel so...      1       1     0
935   "The aurther talks about home and family which...      3       2    -1
550   Well first the authur feels happy and exsited ...      2       2     0
612   "The author creates a grateful mood. The autho...      2       3     1
1039  "The mood created by the author in the memoir ...      1       1     0
342   "The author, Narciso Rodriguez, creates a mood...      3       3     0
573   "The mood of the memoir is nostalgic and happi...      2       2     0
523   "Based on the excerpt of the ""@PERSON1"" by t...      2       1    -1
317   "The mood created by the @CAPS1 indacates how ...      1       1     0
60    "The author created a mood that showe his true...      4       3    -1
194   "In the memoir the author creates many moods w...      3       2    -1
465   "There Were many moods set by the @CAPS1 in th...      3       2    -1
187   "In the memoir ""Narciso Rodriguez"" from Home...      4       3    -1
571   The mood by the author in the memoir is touchi...      0       1     1
873   "One of the moods in the memoir was greatful. ...      4       2    -2
408   "The author created a joyful mood. The author ...      2       2     0
757   "The mood created in ""Narciso Rodriguez"" by ...      2       3     1
658   In every paragraph in the memoir he explains h...      1       2     1
922   "In the memoir ""Narciso Rodriguez"" the mood ...      2       2     0
320   "The author created a loving and accepting moo...      4       3    -1
738   "This memoir had one theme that meant many dif...      2       2     0
68    I feel like there is one main mood which is th...      3       2    -1
704   "The mood created by the author in the memoir ...      1       1     0
495   "The mood created by the author in this memoir...      2       1    -1
545   "The mood of the author and the memoir is grea...      2       2     0
477   "The mood created by the author in this memoir...      4       3    -1
902   "The mood of the author in the memoir are grat...      2       2     0
255   The mood created by the author in the memoir i...      4       3    -1
580   "The author created several different moods in...      2       2     0
411   "The mood of the author is a very gental yet v...      3       2    -1
572   "In the memoir, the mood created @CAPS1 Narcis...      3       3     0
983   "In the excerpt, the author creates a loving m...      2       2     0
19    "The mood created by the author in the memoir ...      2       1    -1
1082  "The author created such a specific mood for t...      2       2     0
209   "The mood of the author is happy. The mood is ...      2       2     0
295   "The mood created in The memoir was based off ...      4       2    -2
438   "The mood created @CAPS1 the author in the mem...      2       3     1
203   "The mood created by the author in this memoir...      3       3     0
313   "In this memoir, the author created a proud an...      3       3     0
147   The author memoir were import to him a life me...      0       0     0
720   "The mood created by the author is loving and ...      2       3     1
635   "The author creates a peaceful mood in the mem...      3       3     0
149   The mood created by the author of the memoir w...      1       2     1
1016  "In the memoir, ""Narciso Rodriguez"" the @CAP...      3       2    -1
482   "The mood created by the author in. the memoir...      2       1    -1
499   "In the memoir ""Narciso Rodriguez from Home: ...      2       2     0
534   "@PERSON1 uses a very happy tone and mood when...      3       2    -1
470   "The mood created by the author in the memoir ...      2       3     1
993   The mood in the @CAPS1 is happy. Happy because...      1       2     1
167   "Narciso Rodriguez creates a very humble, cari...      3       4     1
943   The mood created by the author was a very uniq...      2       2     0
248   "The mood in this memoir changes throughout th...      3       3     0
685   "The mood set by the author is thankful. The a...      3       3     0
18    "In the memoir, Narciso Rodriguez, the mood cr...      3       2    -1
135   "In the excerpt Narciso Rodriguez from Home: T...      4       3    -1
810   "The @CAPS1 is trying to make the reader under...      3       2    -1
930   "In the memoir Narciso Rodriguez from Home: Th...      2       2     0
86    "The author, Narciso Rodriguez, created a cear...      2       2     0
162   "When I read ""Narciso Rodriguez"" I thought t...      3       3     0
561   The mood created by the memoir is exciting bec...      1       1     0
88    "The mood created by the auther in the memoir ...      2       2     0
270   "The mood in the memoir represents friendship,...      2       2     0
557   "I think in my opion is that the author was ve...      1       1     0
407   "In this memoir, there is more than one mood. ...      3       2    -1
1025  "The mood by the author by his memory was happ...      3       2    -1
537   the mood givin by the @CAPS1 (In My prospectiv...      1       1     0
14    "In the memoir from: Home The Blueprints of Ou...      2       2     0
577   "In the memoir, ""Home: The Blueprints of Our ...      3       2    -1
660   The mood created by the turdison of Cuban. Eve...      0       0     0
13    "In this memoir the mood created by the author...      3       3     0
737   "The mood That is created by the @CAPS1 In The...      1       0    -1
828   "The mood about the @CAPS1's memoir is his hap...      1       1     0
456   "This memoir creates a peacefull mood. It is t...      3       2    -1
813   "A) The mood that was created in this memoir w...      1       1     0
500   "The mood created by the story could be descri...      2       2     0
633   "In Narciso Rodriguez from: The Blueprints of ...      4       3    -1
223   "His mood was happiness. Being with his family...      1       1     0
727   "The @CAPS2 had many mood in the memoir. The m...      2       2     0
242   "He creates a calming outgoing mood for the @C...      2       2     0
257   "Nacisco was happy of what she had, even thoug...      4       2    -2
821   "The mood in this memoir is very happy and upl...      2       3     1
638   "It was a very high up, cheerful mood. It made...      2       2     0
949   "Throughout this memoir a very important mood ...      4       3    -1
852   "This memoir by Narciso Rodriguez has a gratef...      4       3    -1
888   "In ""Narciso Rodriguez"" by Narciso Rodriguez...      4       3    -1
110   "In this memoir, the mood is very pleasant and...      2       2     0
1068  The mood that the author created in the memior...      2       2     0
585   "The mood created in the memoir is very loving...      3       3     0
832   "The mood created by the author in the memoir ...      2       2     0
642   "The mood that the author was portraying in th...      2       3     1
1014  "In the memoir ""Narciso Rodriguez"" by Narcis...      3       3     0
366   "In Narciso Rodriguez's memoir, the mood and f...      3       2    -1
460   "The mood in the memoir, which the author is t...      2       2     0
304   The author was gratefull. His parents moved to...      2       2     0
109   "I think the mood of the story is being gratef...      2       3     1
907   "The mood of this article created by Narciso R...      2       2     0
481   "The mood created by Narciso Rodriguez in this...      2       3     1
843   The @CAPS1 mood in this memoir is loving and t...      2       2     0
127   "Based on the memoir ""Narciso Rodriguez"" by ...      4       2    -2
234   "I the exerpt Narciso Rodriguez from Home: The...      1       1     0
1079  "Warmth                                       ...      2       2     0
999   I feel like the mood in the memoir is being gr...      2       2     0
601   "the mood of the @CAPS1 in the article is like...      2       1    -1
641   "The mood created by the author in the memoir ...      3       3     0
391   "The author created a sense of love and care i...      4       3    -1
1015  "In the memoir ""Narciso Rodriguez"" he expres...      2       2     0
189   The mood is good and happy. In this artical th...      1       1     0
779   "The mood in this memoir can be described as a...      3       2    -1
207   "Narciso was very grateful of his parents they...      3       2    -1
730   "In the memoir ""Narciso Rodriguez"" by Narcis...      2       2     0
970   "The mood created by the author in this... mem...      2       3     1
607   "In the memoir ""Narciso Rodriguez"", from Hom...      3       3     0
653   "The mood created by the author in the memoir....      2       2     0
267   "I think the mood the author is trying to give...      2       2     0
1038  "The mood the author created in the memoir was...      3       2    -1
1022  "The mood created by the author in the memoir ...      4       3    -1
913   "The mood of the @CAPS1 is happy. In the memio...      3       2    -1
483   "In the memoir Home: The Blueprints of Our Liv...      4       3    -1
808   "The mood in ""Narciso Rodriguez"" is very war...      2       2     0
969   "In the memoir by Narciso Rodriguez, the mood ...      3       3     0
0     "The mood the author created in the memoir is ...      3       2    -1
294   The mood was to show it was a comftorble feeli...      2       1    -1
743   The mood in this story by Narciso Rodriguez wa...      1       2     1
719   "The mood is @CAPS1 in many ways. First, the m...      2       1    -1
300   "In the memoir Narciso Rodriguez gives her own...      2       1    -1
57    "The mood created by the author in the memoir ...      4       2    -2
889   "The mood  Created by the author in the memoir...      2       2     0
662   The mood created in the memoir is love and car...      2       2     0
553   "In this memoir by Narciso Rodriguez, the mood...      2       2     0
598   "In the memoir this is how the author created ...      1       1     0
435   "In this memoir about @PERSON1 the reader lear...      3       2    -1
22    "The mood in the memoir is very adventorous. I...      1       2     1
587   "In the memoir the mood created by the author ...      2       2     0
188   "The mood that the author gives through out th...      2       2     0
928   "In the memior, ""Narciso Rodriguez"" form Hom...      3       2    -1
787   "@ORGANIZATION1 tells the story of his childho...      3       3     0
55    "In the memoir ""Narciso Rodriguez"" from Home...      3       3     0
686   The mood that I was feeling in this passage wa...      1       1     0
871   "The authors mood in the story ""Narciso Rodri...      2       2     0
3     "The mood that the author creates in this stor...      1       0    -1
778   "The mood created by the author is touching. I...      2       2     0
921   "The mood in the memoir changes. But overall t...      3       2    -1
646   "In this memoir, the author creates the mood a...      4       3    -1
62    "In the memoir, ""Narciso Rodriguez"" from ""H...      2       3     1
140   "Narciso Rodriguez creates a grateful and appr...      2       3     1
43    "@PERSON1 is a short story about a boy who is ...      2       1    -1
314   "In the memoir by Narciso Rodriguez, he speaks...      3       3     0
1008  "The mood created in Narciso Rodriguez's  pass...      4       3    -1
197   "In @PERSON1 from: Home: The Blueprints of our...      3       3     0
293   "The mood created by the author, Narciso Rodri...      3       3     0
27    "The mood that the author of this memoir is on...      4       2    -2
440   "Fashion designer Narciso Rodriguez is a firm ...      4       3    -1
681   "In this memmoir of Narciso Rodriguez from Hom...      4       3    -1
574   "The mood in this story is very happy. In this...      3       2    -1
933   "In the memoir Narciso Rodriguez from Home: Th...      3       2    -1
132   "In the memoir, Narciso Rodriguez, by Narciso ...      3       2    -1
995   "In this memoir, the author creates a very uni...      4       3    -1
41    "The mood created by the author is a feeling o...      3       3     0
266   "The mood created by the author in the memoir ...      4       3    -1
1027  "They were different kinds of mood in this mem...      2       2     0
379   "In the memoir Narciso Rodriguez from Home: Th...      3       2    -1
316   "In ""Narciso Rodriguez"" from ""Home; the @CA...      3       3     0
1047  "Home The Blueprints of our Lives is a warm tr...      3       2    -1
30    "The mood of ""Narciso Rodriguez"" is @CAPS1 m...      3       3     0
696   "The mood created by @PERSON1, the author of t...      3       3     0
439   "The author's mood was wondering and near the ...      1       1     0
389   "The mood created by the author is warmth. Fir...      3       3     0
24    "In the memoir, the author creates a mood. The...      2       2     0
715   "It creates a mood of happiness ""but Cuban mu...      1       1     0
668   "There are alot of ways to describe the mood i...      4       3    -1
291   "The book Home: The Blueprints of our Lives by...      3       1    -2
35    "The @CAPS1 in this memoir is joy and happines...      3       2    -1
960   "When you have a loving family and a beautiful...      2       3     1
702   "In the story Narciso Rodriguez a certain mood...      3       2    -1
413   "The mood created by the author was a very gra...      2       3     1
773   "The mood created by the author in the memoir ...      3       3     0
589   The mood in the passage is @CAPS1. It is @CAPS...      2       1    -1
645   "The mood created by the author in the excerpt...      3       3     0
899   "The mood created by the author in the memoir ...      3       2    -1
829   "I think the mood in the memoir is love. I thi...      2       3     1
998   "The mood in the memoir is about family. Your ...      1       1     0
309   "The mood of this memoir is grateful. Narciso ...      3       3     0
102   "The mood in this memoir ranges from happiness...      4       3    -1
701   "In the memoir ""Narciso Rodriguez"" by Narcis...      2       2     0
332   I think it was proud mood cause she is saing w...      1       1     0
911   "In the memoir the author had a certain mood. ...      1       2     1
631   "The author's mood in this memoir is gratefuln...      3       3     0
21    "The mood that was created by the author in th...      2       2     0
155   "In this memoir the author created a mood of w...      3       2    -1
198   "the @CAPS1 the author created was a warming @...      1       2     1
327   "The mood created by The author is happy and w...      2       3     1
4     "The mood in the memoir that the author create...      1       3     2
424   "What is the mood of the memoir? The mood is e...      1       2     1
956   "The mood of the memoir is very appreciative a...      4       3    -1
394   I will always be gratefal to my parents for th...      1       1     0
752   "The mood created by the author in the memoir ...      2       2     0
210   "The mood of the author in the memoir is that ...      1       1     0
301   "The authors mood was grateful and proud. He i...      1       2     1
25    "The mood that the author sets is thankfullnes...      2       2     0
383   "During Narciso's life, growing up in a small ...      3       2    -1
87    "The mood in the story is very homely and happ...      3       3     0
452   "There where many different moods that the aut...      3       2    -1
591   "The mood of the memoir is very warm, happy an...      4       3    -1
769   "In the memoir ""Narciso Rodriguez"" from Home...      4       3    -1
535   "The mood created by the author is the mood of...      4       2    -2
1053  The mood was him just triing to remember all o...      1       1     0
163   "The mood created in the memoir, ""Narciso Rod...      4       3    -1
195   "The mood created by the author in this memoir...      4       3    -1
364   "The mood created by this author is clearly gr...      2       2     0
554   "The mood in the memoir by @PERSON1 is happy, ...      3       3     0
802   In the @ORGANIZATION1. Narciso Rodriguez tells...      2       2     0
663   "I think the mood of the memoir is comforting ...      2       3     1
1032  "The mood created by the author is a warm happ...      2       3     1
297   The mood created by the author is in the memoi...      2       1    -1
734   "In the memoir ""Narciso Rodriguez"" by Narcis...      2       2     0
617   "In the memoir @PERSON1 from Home: The Bluepri...      4       3    -1
69    "The mood created in the memoir ""Narciso Rodr...      1       2     1
770   "The mood created by the author in the memoir ...      2       3     1
82    "In the memoir, @PERSON1, from: Home: the blue...      4       2    -2
689   "In the short story of @PERSON1, there is a ve...      2       2     0
239   "The mood that was created by the author was r...      3       2    -1
548   "I feel that the mood (s) created by the autho...      3       3     0
806   "The author in the memoir tried to create a sp...      4       3    -1
552   "The mood created is happiness & pride. Like i...      2       2     0
272   The mood in this memior is happiness because s...      1       2     1
204   The mood created by the author in the memoir i...      1       1     0
124   "The mood created for me in this memoin is a g...      4       3    -1
20    "In the story ""Narciso Rodriguez"", the mood ...      3       3     0
898   "In the article ""Narciso Rodriguez"" the auth...      3       2    -1
450   "The mood created by the author in the memoir ...      2       2     0
939   "In the memoir Narciso Rodriguez, from Home: T...      4       3    -1
536   "The mood in this memoir is a very relaxed and...      3       3     0
352   "The mood created by the author in the memoir ...      2       2     0
782   "Narciso Rodriguez by Narciso Rodriguez is a m...      3       3     0
447   The mood was a little sad at certian times and...      1       1     0
990   "The mood created by the author in the memoir ...      3       2    -1
880   "The mood in the memoir created by Narciso Rod...      4       3    -1
5     "Describe the mood by the author in the memoir...      1       1     0
129   The story I just read was inspiring. I relized...      2       2     0
353   "Narciso Rodriguez creates a mood -- feeling, ...      3       3     0
286   "In the memoir by Narciso Rodriguez, he undoub...      3       3     0
531   "Home is where the heart is, many of said this...      3       2    -1
380   "The mood created by the author in the memoir ...      3       2    -1
215   "In this excerpt ""Narciso Rodriguez"" by Narc...      4       3    -1
1048  "The mood in this memoir is one of gratitude. ...      2       2     0
251   "The mood created by the author was grateful a...      2       3     1
637   "There are many ways to describe the mood of t...      2       2     0
659   "The mood created by the author in this memoir...      3       3     0
410   "In the memoir the auther created the mood tha...      1       2     1
632   "I think the mood of the author is love and fa...      4       3    -1
691   "In the memoirs of Narciso Rodriguez, the mood...      3       3     0
790   "The author creates moods in the memoir that s...      4       3    -1
273   The mood is created by the author is how Narci...      1       1     0
54    "The @CAPS1 the author created is sentimental,...      1       1     0
1042  "The author creates a gratefull mood in the me...      3       2    -1
17    "I think the mood is happy. because Spanish cu...      1       1     0
265   "I think the mood that is created by the autho...      2       3     1
387   "The mood created by the author in this memoir...      3       3     0
307   "The mood created by the author in the memoir ...      3       3     0
402   "The mood created by the author in the memoir ...      1       1     0
158   "There are many moods that the author creates ...      2       2     0
476   "The mood created by the author is @CAPS1, @CA...      2       1    -1
532   "In this article the author kind of gave a bot...      2       2     0
166   "The mood created by the author in the memoir ...      2       2     0
1057  The mood of the menoir is grateful And thankfu...      1       1     0
849   "In the memoir, ""Narciso Rodriguez"" from Hom...      2       2     0
214   "In this memoir by Narciso Rodriguez, she uses...      1       2     1
178   "Within the walls of narciso, her young parent...      2       2     0
816   "I the memoir ""Narciso Rodriguez"" from Home:...      1       2     1
141   "The mood in the story was very nice. Narciso ...      3       3     0
834   "The mood of this story is happy, hopful, and ...      2       3     1
243   "on paragraph @NUM1 in the article it say's ""...      2       2     0
404   "The mood created by the author in the memoir ...      2       2     0
152   The mood from the auther her Life was very goo...      1       1     0
498   "In the excerpt ""Narciso Rodriguez"" written ...      2       2     0
372   "The mood created by the author in the memoir ...      3       2    -1
512   "The mood in this selection is prode and happy...      2       2     0
962   "The ather creats mood in the memoir in soe wa...      3       1    -2
503   "In this memoir, the author, Narciso Rodriguez...      3       3     0
378   "In the memoir ""@PERSON1"" by himself he crea...      3       2    -1
996   "The mood created in the memoir was peacefulne...      1       2     1
971   "In the memoir, the mood that is created by au...      4       3    -1
119   "The mood created by the author in the memoir,...      2       2     0
1081  "The mood created @CAPS3 the author, Narciso R...      3       2    -1
184   "I particularly enjoyed this memoir. The autho...      4       3    -1
729   "The mood that the author has is, and happy. I...      3       1    -2
867   "In Narciso Rodriguez's memoir, the author cre...      3       3     0
1007  "In the memoir, the author describes his home ...      2       3     1
95    "In the memoir, the mood created by the author...      4       1    -3
511   In This memoir Narciso Rodriguez from Home: Th...      3       2    -1
1067  The mood created by the author in the memoir i...      1       1     0
97    "The mood conveyed in the memoir is love. The ...      2       3     1
157   "Narciso Rodriguez created a caring and greatf...      4       3    -1
697   "In the nonfiction memoir Narciso Rodriguez fr...      4       3    -1
794   "The @CAPS1 created by the @CAPS2 is happy, @C...      2       0    -2
1054  "In ""Narciso Rodriguez"" from Home: The Bluep...      3       3     0
651   "The mood created by the author in the memoir ...      3       2    -1
1069  "Based on the memoir ""Narciso Rodriguez"" by ...      3       3     0
739   "The mood created by the author, Narciso Rodri...      4       3    -1
910   "The mood created by the author in the memoir ...      2       2     0
168   "Narciso Rodriguez's @CAPS1 from Home: The Blu...      2       3     1
28    Happy. You should always be proud where you ca...      1       1     0
848   "The @CAPS1 made the mood in this memoir a nic...      2       2     0
428   "In this memoir the author creats a mood of gr...      2       2     0
339   "The mood created by the author in the memoir ...      3       3     0
1050  "The mood the author created in the memoir is....      3       2    -1
246   "The mood of this memoir is one of love and ki...      4       3    -1
466   The mood by the outhor in the memoir is it abo...      3       2    -1
1001  "In the memoir the author creates a mood. Narc...      4       3    -1
768   "I believe that the mood created by the author...      4       3    -1
925   "In the memoir; ""@PERSON1"" from ""Home: The ...      2       2     0
303   "The mood of the memoir was heart-warming. The...      3       3     0
1013  "The mood of this memoir is that @PERSON1 is h...      3       3     0
1026  "In Narciso Rodriguez by @PERSON1, there was a...      2       1    -1
861   "The author creats a mood in the memoir that i...      2       1    -1
862   The mood in this article was just stunning bec...      1       2     1
412   "The memoir's mood is a sense of happiness bec...      2       3     1
1019  "In the memoir ""Narciso Rodriguez"" the autho...      3       2    -1
897   "In the story I just read, ""Narciso Rodriguez...      4       2    -2
805   "The mood the author created in the memoir lov...      3       3     0
968   "the mood created by the author in the memoir ...      2       2     0
70    The mood in this memoir is happy. I think the ...      1       2     1
675   "The mood in this memoir is gratitude. Narciso...      2       3     1
67    "In the memoir about family, Narciso Rodriguez...      4       3    -1
222   "Throughout the memoir Narciso Rodriguez the a...      2       2     0
987   "In the memoir, ""Narciso Rodriguez"" From Hom...      4       2    -2
869   "In the memoir there were actually two main mo...      1       2     1
1003  "The mood in ""Narciso Rodriguez"" was loving,...      3       3     0
1070  "The author creates a mood of joy and thankful...      3       3     0
1063  "The mood portrayed in Narciso Rodriguez's mem...      4       3    -1
656   "This was a touching story of how this boy app...      2       3     1
116   "the mood in the memoir can be exaessed in man...      3       3     0
1021  "The mood created by Narciso Rodriguez in the ...      2       2     0
931   "In the memoir there is more the one mood, but...      2       2     0
91    "The mood created by the author in the memoir ...      2       2     0
964   "The mood created by the author in the memoir ...      4       3    -1
576   "The mood that was crea ted by the author was ...      3       2    -1
386   The mood changed throughout the memoir. First ...      3       2    -1
530   "The mood created by the author is quite comfo...      3       3     0
731   "I think that the mood created by the author w...      3       2    -1
671   The mood the auther was in was @CAPS1 & happy....      1       0    -1
634   "The author creates an optimistic, caring mood...      2       2     0
6     "The author of this memoir created a mood abou...      3       2    -1
673   "In this memoir the author gives the mood a se...      2       3     1
796   In this memoir the mood sounds like a happy on...      2       2     0
803   "The mood created by the author in the memoir ...      2       2     0
238   "In the short story ""Narciso Rodriguez"" by T...      2       2     0
53    "There was a mood created by the author in @CA...      3       1    -2
784   "Narciso Rodriguez could not describe his home...      2       3     1
953   "The author created a mood of happiness and lo...      2       2     0
830   "There is a very distinct mood set by Narciso ...      2       2     0
367   "In the memoir @PERSON1 it talks about making ...      4       2    -2
509   "In the memoir, the author doesn't just descri...      2       3     1
221   "In the memoir of Narciso Rodriguez the mood c...      3       3     0
437   "In the memoir of Narciso Rodriguez, it gives ...      3       2    -1
400   "In this memoir the authors mood is satisfied,...      1       2     1
979   "The mood in ""Home: The Blueprints of Our Liv...      1       2     1
376   The mood created by the author in the memoir i...      1       2     1
973   "Memoirs have a certain mood that the author u...      4       2    -2
901   "In the memoir, the author creates a sort of g...      2       2     0
346   "The mood created by the author was a very lov...      3       3     0
507   "I think the authors mood is, honored, proud, ...      2       2     0
174   "The mood created by the author in the memoroi...      3       2    -1
725   "Based on this memoir, the mood created by the...      2       1    -1
838   Based on the memoir of Narciso Rodriguez the o...      1       2     1
538   "In the storie ""Narciso Rodriguez"" I think t...      2       1    -1
121   I think the memoir has a happy and grateful mo...      2       3     1
842   "In this memoir by Narciso Rodriguez, The mood...      2       2     0
814   "@PERSON1 wrote this memoir in a happy, warm, ...      2       2     0
683   "Throughout the passage, ""Narciso Rodriguez""...      3       2    -1
51    "The mood created in the memoir is the feeling...      2       2     0
230   "The mood created by the author is happy and g...      3       3     0
781   the mood created by the author in the memoir w...      2       2     0
443   "The @CAPS1 created by the author of the memoi...      4       3    -1
788   "The mood in the memoir ""Narciso Rodriguez"" ...      3       2    -1


2025-06-21 05:41:46,220 - result - CRITICAL - ESSAY SET 6:

2025-06-21 05:41:47,122 - result - CRITICAL - 
